id,qid1,qid2,question1,question2,labels
2364,4700,4701,half-sisters. can my half-sister apply a family visit visa for me?,Qatari Wedding Secrets?. Okay Im not sure if this is appropiate; as I am not trying to offend anyone. But I keep hearing some Middle Eastern people tell me that the Qatari weddings are known for getting down and dirty. Behind all these smiles; no one tells me what this means.... Â What the heck happens at these weddings!??? I would really like to know!,0
2365,4702,4703,half-sisters. can my half-sister apply a family visit visa for me?,Which Language is Spoken In Doha. What is the Spoken language in Doha is it Urdu or Arabic. Please let me know a website where I can learn the Spoken language in Doha?,0
2366,4704,4705,half-sisters. can my half-sister apply a family visit visa for me?,Qatarization. I have just been informed by my HR department that all 'secretarial' positions now must be Qatarized. Can some one confirm this please ?,0
2367,4706,4707,half-sisters. can my half-sister apply a family visit visa for me?,Is there anyone here married to a qatari?. I was working b4 in qatar. I left qatar last yr but wasn't able to get NOC from my company. my fiance is qatari but we're planning to get married outside qatar coz we don't have the approval yet in qatar gov't. Now; my problem is how am I goin to go back there with him? can he get me a family visa? Thanks in advance!,1
2368,4708,4709,half-sisters. can my half-sister apply a family visit visa for me?,UN move to protect gays & transgender. In a latest move; the United Nations continued its march to further add homosexuality and transgender to its list of human rights. Is the UN going too far; and what does this mean for countries that condemn these things as unacceptable to their culture? Will the UN of the future start putting such nations on its pariah list? http://www.chicagonow.com/trans-girl-cross/2012/11/united-nations-protect-transgender/,0
2369,4710,4711,Is it illegal to bring liqour to Qatar?. One of my friend was coming to Qatar for the first time on a work visa. He bought 2 bottles of liqour from Bahrain duty free shop. But when he reached Doha airport it was taken away by the customs people. Is it illegal to bring it from duty free??? And also I want to know; whether there will be some problem for him to get his RP? Pls. your views..........,Bringing Alcohol Chocolates out of Qatar?. Hello; I will be soon taking a vacation; back to the United States. I recently purchased some delicious alcohol chocolates; from QDC. Is it legal for me to put these chocolates in my checked baggage; to bring back to the United States?,1
2370,4712,4713,Is it illegal to bring liqour to Qatar?. One of my friend was coming to Qatar for the first time on a work visa. He bought 2 bottles of liqour from Bahrain duty free shop. But when he reached Doha airport it was taken away by the customs people. Is it illegal to bring it from duty free??? And also I want to know; whether there will be some problem for him to get his RP? Pls. your views..........,Drinking in Qatar?. I want to know what the law is about drinking there. Is there a licence that allows you to drink a certain amount etc?? What about contractors for companies over there? Is there a certain limit to drinks etc... any info that is REAL please let me know... Thanks,1
2371,4714,4715,Is it illegal to bring liqour to Qatar?. One of my friend was coming to Qatar for the first time on a work visa. He bought 2 bottles of liqour from Bahrain duty free shop. But when he reached Doha airport it was taken away by the customs people. Is it illegal to bring it from duty free??? And also I want to know; whether there will be some problem for him to get his RP? Pls. your views..........,I'm visiting friends in qatar soon; is it ok to bring packed bacon into qatar?. ,0
2372,4716,4717,Is it illegal to bring liqour to Qatar?. One of my friend was coming to Qatar for the first time on a work visa. He bought 2 bottles of liqour from Bahrain duty free shop. But when he reached Doha airport it was taken away by the customs people. Is it illegal to bring it from duty free??? And also I want to know; whether there will be some problem for him to get his RP? Pls. your views..........,"""Can't ask what's """"illegal"""" in Qatar.. What the hell; I asked what's the situation with Marijuana in Qatar meaning like what are the laws; is it common; etc. and my question got deleted because it's illegal I guess... That's so dumb because what if you want to know the laws there? And what if what ever your asking is illegal in Qatar? You could risk going to jail because you weren't informed of this...""",1
2373,4718,4719,Is it illegal to bring liqour to Qatar?. One of my friend was coming to Qatar for the first time on a work visa. He bought 2 bottles of liqour from Bahrain duty free shop. But when he reached Doha airport it was taken away by the customs people. Is it illegal to bring it from duty free??? And also I want to know; whether there will be some problem for him to get his RP? Pls. your views..........,Why in Qatar they are issuing liquor license even to muslim peoples?. ,0
2374,4720,4721,Is it illegal to bring liqour to Qatar?. One of my friend was coming to Qatar for the first time on a work visa. He bought 2 bottles of liqour from Bahrain duty free shop. But when he reached Doha airport it was taken away by the customs people. Is it illegal to bring it from duty free??? And also I want to know; whether there will be some problem for him to get his RP? Pls. your views..........,Liquor License. Hi can someone please give me some information on getting a liquor license? Whats involved? What are the specifics of the license? How much does it cost etc? Thanks S,0
2375,4722,4723,Is it illegal to bring liqour to Qatar?. One of my friend was coming to Qatar for the first time on a work visa. He bought 2 bottles of liqour from Bahrain duty free shop. But when he reached Doha airport it was taken away by the customs people. Is it illegal to bring it from duty free??? And also I want to know; whether there will be some problem for him to get his RP? Pls. your views..........,is pork illegal in qatar ?. is pork illegal in qatar ?,0
2376,4724,4725,Is it illegal to bring liqour to Qatar?. One of my friend was coming to Qatar for the first time on a work visa. He bought 2 bottles of liqour from Bahrain duty free shop. But when he reached Doha airport it was taken away by the customs people. Is it illegal to bring it from duty free??? And also I want to know; whether there will be some problem for him to get his RP? Pls. your views..........,What malt beverages does QDC carry?. A friend is going to QDC on my behalf (I don't have a licence yet); and I need to tell him what to buy. The catch is that the friend I am going with is a strict wine drinker and can't recall what's on offer beer-wise. For you beer drinkers; help a brother out: what is on the beer list at QDC? I want to stock up while I've got the opportunity. Thanks!,0
